name,category,dimensions,unit_weight,unit,tolerance_min_pct,tolerance_max_pct,aliases,status
ISA 75x75x6,Angles,"[75, 75, 6]",6.8,kg/m,5.0,5.0,"[""ANG75""]",MaterialStatusEnum.Active
ISA 100x100x8,Angles,"[100, 100, 8]",12.1,kg/m,5.0,5.0,"[""ANG100""]",MaterialStatusEnum.Active
ISMB 100,Beams,[100],11.5,kg/m,5.0,5.0,"[""BEAM100"", ""MB100""]",MaterialStatusEnum.Active
ISMB 150,Beams,[150],14.9,kg/m,5.0,5.0,"[""BEAM150"", ""MB150""]",MaterialStatusEnum.Active
ISMB 200,Beams,[200],25.4,kg/m,5.0,5.0,"[""BEAM200"", ""MB200""]",MaterialStatusEnum.Active
ISMB 250,Beams,[250],37.3,kg/m,5.0,5.0,"[""BEAM250""]",MaterialStatusEnum.Active
ISMB 300,Beams,[300],46.1,kg/m,5.0,5.0,"[""BEAM300""]",MaterialStatusEnum.Active
ISMC 75,Channels,[75],6.8,kg/m,5.0,5.0,"[""CHNL75"", ""CHANNEL75"", ""RAIPUR75""]",MaterialStatusEnum.Active
ISMC 100,Channels,[100],9.56,kg/m,5.0,5.0,"[""CHNL100"", ""CHANNEL100"", ""RAIPUR100""]",MaterialStatusEnum.Active
ISMC 125,Channels,[125],13.1,kg/m,5.0,5.0,"[""CHNL125""]",MaterialStatusEnum.Active
ISMC 150,Channels,[150],16.8,kg/m,5.0,5.0,"[""CHNL150""]",MaterialStatusEnum.Active
ISMC 200,Channels,[200],22.1,kg/m,5.0,5.0,"[""CHNL200""]",MaterialStatusEnum.Active
TMT 8mm,Bars,[8],0.395,kg/m,7.0,7.0,"[""TMT8"", ""REBAR8""]",MaterialStatusEnum.Active
TMT 10mm,Bars,[10],0.617,kg/m,7.0,7.0,"[""TMT10"", ""REBAR10""]",MaterialStatusEnum.Active
TMT 12mm,Bars,[12],0.888,kg/m,7.0,7.0,"[""TMT12"", ""REBAR12""]",MaterialStatusEnum.Active
TMT 16mm,Bars,[16],1.58,kg/m,7.0,7.0,"[""TMT16""]",MaterialStatusEnum.Active
TMT 20mm,Bars,[20],2.47,kg/m,7.0,7.0,"[""TMT20""]",MaterialStatusEnum.Active
TMT 25mm,Bars,[25],3.85,kg/m,7.0,7.0,"[""TMT25""]",MaterialStatusEnum.Active
MS Plate 6mm,Plates,[6],47.1,kg/m,5.0,5.0,"[""PLATE6"", ""PLT6""]",MaterialStatusEnum.Active
MS Plate 8mm,Plates,[8],62.8,kg/m,5.0,5.0,"[""PLATE8"", ""PLT8""]",MaterialStatusEnum.Active
MS Plate 10mm,Plates,[10],78.5,kg/m,5.0,5.0,"[""PLATE10"", ""PLT10""]",MaterialStatusEnum.Active
MS Plate 12mm,Plates,[12],94.2,kg/m,5.0,5.0,"[""PLATE12"", ""PLT12""]",MaterialStatusEnum.Active
MS Pipe 15mm,Pipes,[15],1.21,kg/m,6.0,6.0,"[""PIPE15""]",MaterialStatusEnum.Active
MS Pipe 20mm,Pipes,[20],1.68,kg/m,6.0,6.0,"[""PIPE20""]",MaterialStatusEnum.Active
MS Pipe 25mm,Pipes,[25],2.67,kg/m,6.0,6.0,"[""PIPE25""]",MaterialStatusEnum.Active
MS Pipe 32mm,Pipes,[32],3.56,kg/m,6.0,6.0,"[""PIPE32""]",MaterialStatusEnum.Active
8MM Square Rod,Bars,[8.0],3.2,kg/piece,5.0,5.0,"[""SQR8""]",MaterialStatusEnum.Active
9MM Square Rod,Bars,[9.0],3.6,kg/piece,5.0,5.0,"[""SQR9""]",MaterialStatusEnum.Active
10MM Square Rod,Bars,[10.0],5.0,kg/piece,5.0,5.0,"[""SQR10""]",MaterialStatusEnum.Active
12MM Square Rod,Bars,[12.0],6.75,kg/piece,5.0,5.0,"[""SQR12""]",MaterialStatusEnum.Active
16MM Square Rod,Bars,[16.0],11.0,kg/piece,5.0,5.0,"[""SQR16""]",MaterialStatusEnum.Active
20MM Square Rod,Bars,[20.0],19.0,kg/piece,5.0,5.0,"[""SQR20""]",MaterialStatusEnum.Active
25MM Square Rod,Bars,[25.0],28.0,kg/piece,5.0,5.0,"[""SQR25""]",MaterialStatusEnum.Active
32MM Square Rod,Bars,[32.0],48.0,kg/piece,5.0,5.0,"[""SQR32""]",MaterialStatusEnum.Active
40MM square Rod,Bars,[40.0],75.0,kg/piece,5.0,5.0,"[""SQR40""]",MaterialStatusEnum.Active
50MM square Rod,Bars,[50.0],118.0,kg/piece,5.0,5.0,"[""SQR50""]",MaterialStatusEnum.Active
10MM Round Rod,Bars,[10.0],3.7,kg/piece,5.0,5.0,"[""RR10""]",MaterialStatusEnum.Active
12MM Round Rod,Bars,[12.0],5.3,kg/piece,5.0,5.0,"[""RR12""]",MaterialStatusEnum.Active
16MM Round Rod Vizag Steel,Bars,[16.0],10.5,kg/piece,5.0,5.0,"[""RR16V""]",MaterialStatusEnum.Active
16MM Round Rod,Bars,[16.0],10.5,kg/piece,5.0,5.0,"[""RR16""]",MaterialStatusEnum.Active
20MM Round Rod,Bars,[20.0],15.0,kg/piece,5.0,5.0,"[""RR20""]",MaterialStatusEnum.Active
20MM Round Rod Vizag Steel,Bars,[20.0],15.0,kg/piece,5.0,5.0,"[""RR20V""]",MaterialStatusEnum.Active
25MM Round Rod,Bars,[25.0],23.0,kg/piece,5.0,5.0,"[""RR25R""]",MaterialStatusEnum.Active
25MM Round Rod Vizag Steel,Bars,[25.0],23.0,kg/piece,5.0,5.0,"[""RR25V""]",MaterialStatusEnum.Active
32MM Round Rod,Bars,[32.0],38.0,kg/piece,5.0,5.0,"[""RR32""]",MaterialStatusEnum.Active
32MM Round Rod Vizag Steel,Bars,[32.0],38.0,kg/piece,5.0,5.0,"[""RR32V""]",MaterialStatusEnum.Active
40MM Round Rod,Bars,[40.0],60.0,kg/piece,5.0,5.0,"[""RR40""]",MaterialStatusEnum.Active
40MM Round Rod Vizag Steel,Bars,[40.0],60.0,kg/piece,5.0,5.0,"[""RR40V""]",MaterialStatusEnum.Active
50MM Round Rod,Bars,[50.0],92.0,kg/piece,5.0,5.0,"[""RR50""]",MaterialStatusEnum.Active
63MM Round Rod,Bars,[63.0],150.0,kg/piece,5.0,5.0,"[""RR63""]",MaterialStatusEnum.Active
80MM Round Rod,Bars,[80.0],240.0,kg/piece,5.0,5.0,"[""RR80""]",MaterialStatusEnum.Active
90MM Round Rod,Bars,[90.0],300.0,kg/piece,5.0,5.0,"[""RR90""]",MaterialStatusEnum.Active
120MM Round Rod,Bars,[120.0],532.0,kg/piece,5.0,5.0,"[""RR120""]",MaterialStatusEnum.Active
8mm Simhadri TMT,Bars,[8.0],4.74,kg/piece,5.0,5.0,"[""TMT8S""]",MaterialStatusEnum.Active
10mm Simhadri TMT,Bars,[10.0],7.4,kg/piece,5.0,5.0,"[""TMT10S""]",MaterialStatusEnum.Active
12mm Simhadri TMT,Bars,[12.0],10.7,kg/piece,5.0,5.0,"[""TMT12S""]",MaterialStatusEnum.Active
16mm Simhadri TMT,Bars,[16.0],19.0,kg/piece,5.0,5.0,"[""TMT16S""]",MaterialStatusEnum.Active
20mm Simhadri TMT,Bars,[20.0],30.0,kg/piece,5.0,5.0,"[""TMT20S""]",MaterialStatusEnum.Active
25mm Simhadri TMT,Bars,[25.0],46.0,kg/piece,5.0,5.0,"[""TMT25S""]",MaterialStatusEnum.Active
20mm SAIL TMT,Bars,[20.0],30.0,kg/piece,5.0,5.0,"[""TMT20SA""]",MaterialStatusEnum.Active
25mm SAIL TMT,Bars,[25.0],46.0,kg/piece,5.0,5.0,"[""TMT25SA""]",MaterialStatusEnum.Active
8MM VIZAG STEEL TMT / SAIL,Bars,[8.0],4.74,kg/piece,5.0,5.0,"[""TMT8V""]",MaterialStatusEnum.Active
10MM VIZAG STEEL TMT / SAIL,Bars,[10.0],7.4,kg/piece,5.0,5.0,"[""TMT10VS""]",MaterialStatusEnum.Active
12MM VIZAG STEEL TMT / SAIL,Bars,[12.0],10.7,kg/piece,5.0,5.0,"[""TMT12V""]",MaterialStatusEnum.Active
16MM VIZAG STEEL TMT / SAIL,Bars,[16.0],19.0,kg/piece,5.0,5.0,"[""TMT16V""]",MaterialStatusEnum.Active
20MM VIZAG STEEL TMT / SAIL,Bars,[20.0],30.0,kg/piece,5.0,5.0,"[""TMT20V""]",MaterialStatusEnum.Active
25MM VIZAG STEEL TMT / SAIL,Bars,[25.0],46.0,kg/piece,5.0,5.0,"[""TMT25V""]",MaterialStatusEnum.Active
Binding Wire,Bars,[],1.0,kg/piece,5.0,5.0,"[""BW""]",MaterialStatusEnum.Active
6mm TMT Raipur,Bars,[6.0],2.7,kg/piece,5.0,5.0,"[""TMT6R""]",MaterialStatusEnum.Active
7mm TMT Raipur,Bars,[7.0],3.6,kg/piece,5.0,5.0,"[""TMT7R""]",MaterialStatusEnum.Active
MS FLAT 20*3,Flats,"[20.0, 3.0]",3.6,kg/piece,5.0,5.0,"[""F20*3""]",MaterialStatusEnum.Active
MS FLAT 20*5,Flats,"[20.0, 5.0]",4.0,kg/piece,5.0,5.0,"[""F20*5""]",MaterialStatusEnum.Active
MS FLAT 25*3,Flats,"[25.0, 3.0]",3.0,kg/piece,5.0,5.0,"[""F25*3""]",MaterialStatusEnum.Active
MS FLAT 25*4,Flats,"[25.0, 4.0]",5.0,kg/piece,5.0,5.0,"[""F25*4""]",MaterialStatusEnum.Active
MS FLAT 25*5,Flats,"[25.0, 5.0]",5.5,kg/piece,5.0,5.0,"[""F25*5""]",MaterialStatusEnum.Active
MS FLAT 25*6,Flats,"[25.0, 6.0]",6.5,kg/piece,5.0,5.0,"[""F25*6""]",MaterialStatusEnum.Active
MS FLAT 32*5,Flats,"[32.0, 5.0]",9.0,kg/piece,5.0,5.0,"[""F32*5""]",MaterialStatusEnum.Active
MS FLAT 40*5,Flats,"[40.0, 5.0]",10.0,kg/piece,5.0,5.0,"[""F40*5""]",MaterialStatusEnum.Active
MS FLAT 40*6,Flats,"[40.0, 6.0]",11.0,kg/piece,5.0,5.0,"[""F40*6""]",MaterialStatusEnum.Active
MS FLAT 40*8,Flats,"[40.0, 8.0]",13.0,kg/piece,5.0,5.0,"[""F40*8""]",MaterialStatusEnum.Active
MS FLAT 40*10,Flats,"[40.0, 10.0]",17.0,kg/piece,5.0,5.0,"[""F40*10""]",MaterialStatusEnum.Active
MS FLAT 50*6,Flats,"[50.0, 6.0]",14.0,kg/piece,5.0,5.0,"[""F50*6""]",MaterialStatusEnum.Active
MS FLAT 50*8,Flats,"[50.0, 8.0]",19.0,kg/piece,5.0,5.0,"[""F50*8""]",MaterialStatusEnum.Active
MS FLAT 50*10,Flats,"[50.0, 10.0]",24.0,kg/piece,5.0,5.0,"[""F50*10""]",MaterialStatusEnum.Active
MS FLAT 50*12,Flats,"[50.0, 12.0]",28.0,kg/piece,5.0,5.0,"[""F50*12""]",MaterialStatusEnum.Active
MS FLAT 50*16,Flats,"[50.0, 16.0]",38.0,kg/piece,5.0,5.0,"[""F50*16""]",MaterialStatusEnum.Active
MS FLAT 65*6,Flats,"[65.0, 6.0]",17.0,kg/piece,5.0,5.0,"[""F65*6""]",MaterialStatusEnum.Active
MS FLAT 65*8,Flats,"[65.0, 8.0]",24.0,kg/piece,5.0,5.0,"[""F65*8""]",MaterialStatusEnum.Active
MS FLAT 65*10,Flats,"[65.0, 10.0]",27.0,kg/piece,5.0,5.0,"[""F65*10""]",MaterialStatusEnum.Active
MS FLAT 65*12,Flats,"[65.0, 12.0]",37.0,kg/piece,5.0,5.0,"[""F65*12""]",MaterialStatusEnum.Active
MS FLAT 65*16,Flats,"[65.0, 16.0]",50.0,kg/piece,5.0,5.0,"[""F65*16""]",MaterialStatusEnum.Active
MS FLAT 75*6,Flats,"[75.0, 6.0]",21.0,kg/piece,5.0,5.0,"[""F75*6""]",MaterialStatusEnum.Active
MS FLAT 75*10,Flats,"[75.0, 10.0]",30.0,kg/piece,5.0,5.0,"[""F75*10""]",MaterialStatusEnum.Active
MS FLAT 75*12,Flats,"[75.0, 12.0]",36.0,kg/piece,5.0,5.0,"[""F75*12""]",MaterialStatusEnum.Active
MS FLAT 75*20,Flats,"[75.0, 20.0]",71.0,kg/piece,5.0,5.0,"[""F75*20""]",MaterialStatusEnum.Active
MS FLAT 75*25,Flats,"[75.0, 25.0]",95.0,kg/piece,5.0,5.0,"[""F75*25""]",MaterialStatusEnum.Active
MS FLAT 75*32,Flats,"[75.0, 32.0]",116.0,kg/piece,5.0,5.0,"[""F75*32""]",MaterialStatusEnum.Active
MS FLAT 75*40,Flats,"[75.0, 40.0]",142.0,kg/piece,5.0,5.0,"[""F75*40""]",MaterialStatusEnum.Active
MS FLAT 80*20,Flats,"[80.0, 20.0]",75.0,kg/piece,5.0,5.0,"[""F80*20""]",MaterialStatusEnum.Active
MS FLAT 85*15,Flats,"[85.0, 15.0]",60.0,kg/piece,5.0,5.0,"[""F85*15""]",MaterialStatusEnum.Active
MS FLAT 100*6,Flats,"[100.0, 6.0]",28.0,kg/piece,5.0,5.0,"[""F100*6""]",MaterialStatusEnum.Active
MS FLAT 100*8,Flats,"[100.0, 8.0]",37.0,kg/piece,5.0,5.0,"[""F100*8""]",MaterialStatusEnum.Active
MS FLAT 100*10,Flats,"[100.0, 10.0]",47.0,kg/piece,5.0,5.0,"[""F100*10""]",MaterialStatusEnum.Active
MS FLAT 100*12,Flats,"[100.0, 12.0]",56.0,kg/piece,5.0,5.0,"[""F100*12""]",MaterialStatusEnum.Active
MS FLAT 100*16,Flats,"[100.0, 16.0]",74.0,kg/piece,5.0,5.0,"[""F100*16""]",MaterialStatusEnum.Active
MS FLAT 100*25,Flats,"[100.0, 25.0]",117.0,kg/piece,5.0,5.0,"[""F100*25""]",MaterialStatusEnum.Active
MS FLAT 100*20,Flats,"[100.0, 20.0]",93.0,kg/piece,5.0,5.0,"[""F100*20""]",MaterialStatusEnum.Active
MS FLAT 120*16,Flats,"[120.0, 16.0]",90.0,kg/piece,5.0,5.0,"[""F120*16""]",MaterialStatusEnum.Active
MS FLAT 125*16,Flats,"[125.0, 16.0]",88.0,kg/piece,5.0,5.0,"[""F125*16""]",MaterialStatusEnum.Active
MS FLAT 125*8,Flats,"[125.0, 8.0]",50.0,kg/piece,5.0,5.0,"[""F125*8""]",MaterialStatusEnum.Active
MS FLAT 125*12,Flats,"[125.0, 12.0]",122.0,kg/piece,5.0,5.0,"[""F125*12""]",MaterialStatusEnum.Active
MS FLAT 150*6,Flats,"[150.0, 6.0]",44.0,kg/piece,5.0,5.0,"[""F150*6""]",MaterialStatusEnum.Active
MS FLAT 150*10,Flats,"[150.0, 10.0]",72.0,kg/piece,5.0,5.0,"[""F150*10""]",MaterialStatusEnum.Active
MS FLAT 150*12,Flats,"[150.0, 12.0]",108.0,kg/piece,5.0,5.0,"[""F150*12""]",MaterialStatusEnum.Active
MS ANGLE 25*3,Angles,"[25.0, 3.0]",6.5,kg/piece,5.0,5.0,"[""A25*3""]",MaterialStatusEnum.Active
MS ANGLE 25*4,Angles,"[25.0, 4.0]",8.5,kg/piece,5.0,5.0,"[""A25*4""]",MaterialStatusEnum.Active
MS ANGLE 25*5,Angles,"[25.0, 5.0]",8.5,kg/piece,5.0,5.0,"[""A25*5""]",MaterialStatusEnum.Active
MS ANGLE 32*3,Angles,"[32.0, 3.0]",9.0,kg/piece,5.0,5.0,"[""A32*3""]",MaterialStatusEnum.Active
MS ANGLE 32*4,Angles,"[32.0, 4.0]",11.0,kg/piece,5.0,5.0,"[""A32*4""]",MaterialStatusEnum.Active
MS ANGLE 35*5,Angles,"[35.0, 5.0]",15.0,kg/piece,5.0,5.0,"[""A35*5""]",MaterialStatusEnum.Active
MS ANGLE 40*5,Angles,"[40.0, 5.0]",17.0,kg/piece,5.0,5.0,"[""A40*5""]",MaterialStatusEnum.Active
MS ANGLE 40*6,Angles,"[40.0, 6.0]",21.0,kg/piece,5.0,5.0,"[""A40*6""]",MaterialStatusEnum.Active
MA ANGLE 40*6 22 feet,Angles,"[40.0, 6.0, 22.0]",24.0,kg/piece,5.0,5.0,"[""A40*6/22""]",MaterialStatusEnum.Active
MS ANGLE 50*5,Angles,"[50.0, 5.0]",23.0,kg/piece,5.0,5.0,"[""A50*5""]",MaterialStatusEnum.Active
MS ANGLE 50*5 Vizag Steel,Angles,"[50.0, 5.0]",23.0,kg/piece,5.0,5.0,"[""A50*5V""]",MaterialStatusEnum.Active
MS ANGLE 50*6,Angles,"[50.0, 6.0]",27.0,kg/piece,5.0,5.0,"[""A50*6""]",MaterialStatusEnum.Active
MS ANGLES 50*6 22 feet,Angles,"[50.0, 6.0, 22.0]",27.0,kg/piece,5.0,5.0,"[""A50*6/22""]",MaterialStatusEnum.Active
MS ANGLE 50*6 Vizag Steel,Angles,"[50.0, 6.0]",27.0,kg/piece,5.0,5.0,"[""A50*6V""]",MaterialStatusEnum.Active
MS ANGLE 50*6 SAIL,Angles,"[50.0, 6.0]",29.0,kg/piece,5.0,5.0,"[""A50*6SA""]",MaterialStatusEnum.Active
MS ANGLE 65*6 Raipur,Angles,"[65.0, 6.0]",36.0,kg/piece,5.0,5.0,"[""A65*6""]",MaterialStatusEnum.Active
MS ANGLE 75*6 Raipur,Angles,"[75.0, 6.0]",42.0,kg/piece,5.0,5.0,"[""A75*6""]",MaterialStatusEnum.Active
MS ANGLE 65*6 SAIL,Angles,"[65.0, 6.0]",36.0,kg/piece,5.0,5.0,"[""A65*6SA""]",MaterialStatusEnum.Active
MS ANGLE 65*6 Vizag Steel,Angles,"[65.0, 6.0]",36.0,kg/piece,5.0,5.0,"[""A65*6V""]",MaterialStatusEnum.Active
MS ANGLE 65*8,Angles,"[65.0, 8.0]",47.0,kg/piece,5.0,5.0,"[""A65*8""]",MaterialStatusEnum.Active
MS ANGLE 75*6 Vizag Steel,Angles,"[75.0, 6.0]",42.0,kg/piece,5.0,5.0,"[""A75*6V""]",MaterialStatusEnum.Active
MS ANGLE 75*8,Angles,"[75.0, 8.0]",52.0,kg/piece,5.0,5.0,"[""A75*8""]",MaterialStatusEnum.Active
MS ANGLE 75*8 Vizag Steel,Angles,"[75.0, 8.0]",54.0,kg/piece,5.0,5.0,"[""A75*8V""]",MaterialStatusEnum.Active
MS ANGLE 75*10 Vizag Steel,Angles,"[75.0, 10.0]",66.0,kg/piece,5.0,5.0,"[""A75*10V""]",MaterialStatusEnum.Active
MS ANGLE 90*6,Angles,"[90.0, 6.0]",50.0,kg/piece,5.0,5.0,"[""A90*6""]",MaterialStatusEnum.Active
MS ANGLE 90*8,Angles,"[90.0, 8.0]",65.0,kg/piece,5.0,5.0,"[""A90*8""]",MaterialStatusEnum.Active
MS ANGLE 100*8,Angles,"[100.0, 8.0]",73.0,kg/piece,5.0,5.0,"[""A100*8""]",MaterialStatusEnum.Active
MS ANGLE 100*10,Angles,"[100.0, 10.0]",90.0,kg/piece,5.0,5.0,"[""A100*10""]",MaterialStatusEnum.Active
MS ANGLE 75*6 Vizag Steel_12 Meters,Angles,"[75.0, 6.0, 12.0]",84.0,kg/piece,5.0,5.0,"[""A75*6V_12""]",MaterialStatusEnum.Active
MS ANGLE 65*6 Vizag Steel_12 Meters,Angles,"[65.0, 6.0, 12.0]",72.0,kg/piece,5.0,5.0,"[""A65*6V_12""]",MaterialStatusEnum.Active
MS ANGLE 50*6 Vizag Steel_12 Meters,Angles,"[50.0, 6.0, 12.0]",54.0,kg/piece,5.0,5.0,"[""A50*6V_12""]",MaterialStatusEnum.Active
70*35 Channel Raipur Super Light,Channels,"[70.0, 35.0]",21.0,kg/piece,5.0,5.0,"[""C70RSL""]",MaterialStatusEnum.Active
75*40 Channel Raipur Light,Channels,"[75.0, 40.0]",30.0,kg/piece,5.0,5.0,"[""C75RL""]",MaterialStatusEnum.Active
75*40 Channel Raipur,Channels,"[75.0, 40.0]",36.0,kg/piece,5.0,5.0,"[""C75R""]",MaterialStatusEnum.Active
75*40 Channel Raipur Heavy,Channels,"[75.0, 40.0]",42.0,kg/piece,5.0,5.0,"[""C75RH""]",MaterialStatusEnum.Active
100*50 Channel Raipur,Channels,"[100.0, 50.0]",58.0,kg/piece,5.0,5.0,"[""C100R""]",MaterialStatusEnum.Active
125*65 Channel Raipur,Channels,"[125.0, 65.0]",82.0,kg/piece,5.0,5.0,"[""C125R""]",MaterialStatusEnum.Active
150*75 Channel Raipur,Channels,"[150.0, 75.0]",100.0,kg/piece,5.0,5.0,"[""C150R""]",MaterialStatusEnum.Active
200 Channel Raipur,Channels,[200.0],135.0,kg/piece,5.0,5.0,"[""C200R""]",MaterialStatusEnum.Active
250 Channel Raipur,Channels,[250.0],180.0,kg/piece,5.0,5.0,"[""C250R""]",MaterialStatusEnum.Active
75*40 Channel Vizag Steel,Channels,"[75.0, 40.0]",44.0,kg/piece,5.0,5.0,"[""C75V""]",MaterialStatusEnum.Active
100*50 Channel Vizag Steel,Channels,"[100.0, 50.0]",58.0,kg/piece,5.0,5.0,"[""C100V""]",MaterialStatusEnum.Active
